0,0.476386664,3.00801099
10,0.47409781,3.05714504
20,0.47379263,3.07652399
30,0.47379263,3.09216449
40,0.47394522,3.10566873
50,0.47409781,3.11749447
60,0.47409781,3.12840467
70,0.47364004,3.13893339
80,0.47409781,3.14831769
90,0.47394522,3.15732052
100,0.47364004,3.16601816
110,0.47409781,3.17418173
120,0.47379263,3.18219272
130,0.47379263,3.18974594
140,0.47379263,3.19668879
150,0.47379263,3.20393683
160,0.47364004,3.21072709
170,0.47394522,3.21713588
180,0.47364004,3.22377356
190,0.47409781,3.22987716
200,0.47394522,3.23575189
210,0.47379263,3.2417792
220,0.47394522,3.24757763
230,0.47394522,3.25307088
240,0.47348745,3.25856413
250,0.47364004,3.26398108
260,0.47409781,3.26886397
270,0.47348745,3.27412833
280,0.47409781,3.27901122
290,0.47364004,3.28412299
300,0.47409781,3.2885481
310,0.47364004,3.29350729
320,0.47409781,3.2980087
330,0.47348745,3.30243381
340,0.47364004,3.30693523
350,0.47379263,3.31120775
360,0.47394522,3.31548028
370,0.47379263,3.31937133
380,0.47364004,3.32356756
390,0.47379263,3.32738231
400,0.47348745,3.33150225
410,0.4742504,3.33531701
420,0.47348745,3.33928435
430,0.47364004,3.34287022
440,0.47394522,3.34660868
450,0.47394522,3.35011826
460,0.47409781,3.35355154
470,0.47394522,3.35706111
480,0.47379263,3.36049439
490,0.47394522,3.36392767
500,0.47379263,3.36720836
510,0.4742504,3.37041276
520,0.47379263,3.37392233
530,0.4742504,3.37682155
540,0.47379263,3.38010224
550,0.4742504,3.38300145
560,0.47379263,3.38597696
570,0.47409781,3.38910506
580,0.47409781,3.39177539
590,0.47364004,3.3947509
600,0.47409781,3.39772641
610,0.47348745,3.40047303
620,0.474402991,3.40337224
630,0.47379263,3.40604257
640,0.47379263,3.4087129
650,0.47379263,3.41130694
660,0.47409781,3.41390097
670,0.47364004,3.41641871
680,0.474555581,3.41901274
690,0.47379263,3.42145418
700,0.47364004,3.42389563
710,0.47409781,3.42603189
719.96,0.47364004,3.42854963
719.97,0,3.42343786
729.97,0,3.41580835
739.97,0,3.41405356
749.97,0,3.41268025
759.97,0,3.41199359
769.97,0,3.41153582
779.97,0,3.41107805
789.97,0,3.41039139
799.97,0,3.41000992
809.97,0,3.40955215
819.97,0,3.40901808
829.97,0,3.4087892
839.97,0,3.40848402
849.97,0,3.40802625
859.97,0,3.40810254
869.97,0,3.40756847
879.97,0,3.40756847
889.97,0,3.407187
899.97,0,3.40695811
909.97,0,3.40665293
919.97,0,3.40650034
929.97,0,3.40642405
939.97,0,3.40611887
949.97,0,3.40588998
959.97,0,3.4056611
969.97,0,3.4056611
979.97,0,3.40543221
989.97,0,3.40535592
999.97,0,3.40512703
1009.97,0,3.40497444
1019.97,0,3.40482185
1029.97,0,3.40474556
1039.97,0,3.40444038
1049.97,0,3.40444038
1059.97,0,3.40428779
1069.97,0,3.40421149
1079.97,0,3.40421149
1089.97,0,3.40390631
1099.97,0,3.40390631
1109.97,0,3.40383001
1119.97,0,3.40390631
1129.97,0,3.40360113
1139.97,0,3.40352483
1149.97,0,3.40344854
1159.97,0,3.40337224
1169.97,0,3.40337224
1179.97,0,3.40314336
1189.97,0,3.40306706
1199.97,0,3.40299077
1209.97,0,3.40306706
1219.97,0,3.40276188
1229.97,0,3.40283818
1239.97,0,3.40291447
1249.97,0,3.402533
1259.97,0,3.40268559
1269.97,0,3.402533
1279.97,0,3.4024567
1289.97,0,3.4024567
1299.97,0,3.40230411
1309.97,0,3.40230411
1319.97,0,3.40238041
1329.97,0,3.40215152
1339.97,0,3.40215152
1349.97,0,3.40199893
1359.97,0,3.40215152
1369.97,0,3.40192264
1379.97,0,3.40177005
1389.97,0,3.40169375
1399.97,0,3.40177005
1409.97,0,3.40177005
1419.97,0,3.40169375
1429.97,0,3.40154116
1439.97,0,3.40154116
1449.97,0,3.40146487
1459.97,0,3.40146487
1469.97,0,3.40154116
1479.97,0,3.40138857
1489.97,0,3.40138857
1499.97,0,3.40123598
1509.97,0,3.40138857
1519.97,0,3.40131228
1529.97,0,3.40131228
1539.97,0,3.40108339
1549.97,0,3.40108339
1559.97,0,3.40115969
1569.97,0,3.40115969
1579.97,0,3.4009308
1589.97,0,3.4010071
1599.97,0,3.4009308
1609.97,0,3.4009308
1619.97,0,3.4010071
1629.97,0,3.40077821
1639.97,0,3.40077821
1649.97,0,3.40085451
1659.97,0,3.40070192
1669.97,0,3.40062562
1679.97,0,3.40070192
1689.97,0,3.40070192
1699.97,0,3.40062562
1709.97,0,3.40054932
1719.97,0,3.40070192
1729.97,0,3.40062562
1739.97,0,3.40062562
1749.97,0,3.40039673
1759.97,0,3.40047303
1769.97,0,3.40062562
1779.97,0,3.40047303
1789.97,0,3.40047303
1799.97,0,3.40047303
1809.97,0,3.40047303
1819.97,0,3.40039673
1829.97,0,3.40032044
1839.97,0,3.40024414
1849.97,0,3.40032044
1859.97,0,3.40032044
1869.97,0,3.40024414
1879.97,0,3.40024414
1889.97,0,3.40032044
1899.97,0,3.40024414
1909.97,0,3.40016785
1919.97,0,3.40009155
1929.97,0,3.40024414
1939.97,0,3.40009155
1949.97,0,3.40001526
1959.97,0,3.40016785
1969.97,0,3.40016785
1979.97,0,3.40016785
1989.97,0,3.40001526
1999.97,0,3.39993896
2009.97,0,3.39993896
2019.97,0,3.39993896
2029.97,0,3.39993896
2039.97,0,3.40001526
2049.97,0,3.40009155
2059.97,0,3.40001526
2069.97,0,3.39986267
2079.97,0,3.40001526
2089.97,0,3.39971008
2099.97,0,3.39986267
2109.97,0,3.39986267
2119.97,0,3.39986267
2129.97,0,3.39971008
2139.97,0,3.39986267
2149.97,0,3.39978637
2159.97,0,3.39978637
2169.97,0,3.39978637
2179.97,0,3.39963378
2189.97,0,3.39978637
2199.97,0,3.39971008
2209.97,0,3.39971008
2219.97,0,3.39971008
2229.97,0,3.39963378
2239.97,0,3.39955749
2249.97,0,3.39971008
