cellid,cycle_number,y100,Cp,x100,Cn,Qcomp,x0,y0,Qfull,pos_excess,neg_excess,RMSE_mV,np_ratio,n_li,LLI,LAM_PE,LAM_NE,C20_loss,Cn_pf,x100_pf
3,28,0.0435,6.33104109867351,0.8,6.86442302951191,0,0.140075636288094,0.759022128098194,4.53,1.54,1.64,136.479809977406,1.08424869188579,0.21517312909827,1.1228084173779,-0.100045142999071,-0.149073518006811,0.918864097363083,7.72701467418293,0.715223856062348
3,36,0.041521291859697,5.76654615216836,0.8365116399513,7,0,0.199368782808443,0.814947859914291,4.46,1.08,1.42,120.854567409095,1.21389820098255,0.227414181807291,1.18668422323179,-0.00196176074451326,-0.171768492627356,0.904665314401623,7.62868718981844,0.713802606156585
3,55,0.0278792206983697,5.45648071735221,0.819579576978426,5.28387657276609,0,-0.00178707309985726,0.823263686403219,4.34,0.98,1.16,7.91905813360431,0.968367130110581,0.167255502132865,0.872766438981245,0.0519134187505097,0.115502844728698,0.880324543610548,5.32528204205288,0.807467587400691
3,79,0.0271511047360414,5.42570001982701,0.825909629112371,5.05644205385909,0,-0.000758600341542515,0.797558606943152,4.18,1.11,1.08,8.65710746529102,0.931942797313055,0.16131544334361,0.841770245189551,0.0572616950107616,0.153574359498852,0.847870182555781,4.79022972521918,0.840609930068474
3,104,0.0269992425860466,5.40458261135349,0.837740514331658,4.79396442737169,0,-0.00289984941202159,0.772662745172559,4.03,1.24,0.97,10.1933024978916,0.887018438260327,0.155291126117712,0.810334377158354,0.0609309339656147,0.197511932747073,0.817444219066937,4.67458704867114,0.82897547736456
4,0,0.0326276789673188,5.91902926786083,0.838450704592143,6.03646391482065,0,-0.00144498128319126,0.889187052229605,5.07,0.67,1.21,5.71571900571035,1.01984018690319,0.196049601427734,1,0,0,1,5.3307184911113,0.874707721891435
4,41,0.0309631392289408,5.64368831442205,0.829711787867262,5.68888259958322,0,2.33706118596411e-05,0.867295646808846,4.72,0.76,1.19,4.60620061786513,1.00800793428753,0.182635283566988,0.93157691847851,0.0465179239666598,0.0575802854356596,0.930966469428008,5.39331282646161,0.841143560638811
4,82,0.0303447179399762,5.57911325842309,0.830748483699857,5.45173682176831,0,-0.00201365218905381,0.844094106007285,4.54,0.88,1.14,7.97751910417776,0.977169053440082,0.175301315012989,0.894168178544384,0.0574276615396063,0.0968658309406487,0.895463510848126,5.1222429708784,0.850130055567187
4,123,0.0299022830395497,5.55564916278017,0.836805804925186,5.21585975817093,0,-0.00102347013424309,0.816489029603141,4.37,1.03,1.05,9.69250760520531,0.93883893769145,0.169050504652217,0.862284357739599,0.0613918412354773,0.135941201377016,0.861932938856016,5.16262272742668,0.828689342528383
4,164,0.0294251028085515,5.49780441821174,0.84280409080025,4.94436621826943,0,-0.00260254282549133,0.789728613452463,4.18,1.17,0.97,10.5801412338749,0.899334687478328,0.161517955406926,0.823862707348902,0.0711645154275979,0.180916793666225,0.824457593688363,4.9139182173397,0.832821709921021
4,205,0.028610219920625,5.43364407522312,0.85178519389314,4.59390531350543,0,-0.00151928943518476,0.750041352643288,3.92,1.37,0.859999999999999,10.8858421447657,0.845455692332368,0.151801024082008,0.774299070115498,0.0820041886383731,0.23897411161085,0.773175542406312,4.52894485681766,0.842506635911236
4,246,0.0277117534637285,5.37401488267695,0.861527334959769,4.30150319593446,0,-0.00328662205784624,0.719931645148688,3.72,1.52,0.76,12.2795955433162,0.800426364616199,0.143827843259705,0.733629868218433,0.0920783392883691,0.287413416756545,0.733727810650888,5.55845760586324,0.701135162961555
4,287,0.026139511721648,5.2462771959587,0.875399344080352,3.90993632191868,0,-0.00441038088005985,0.681842569625239,3.44,1.68,0.64,14.4191906651883,0.745278256537907,0.132824863316623,0.677506418525336,0.113659189954515,0.352280345399058,0.678500986193294,3.94622236059998,0.852824351219084
4,328,0.0248894787533146,5.12184686160371,0.893966228657339,3.52031697475994,0,-0.0036802113242459,0.641854430144026,3.16,1.85,0.51,17.7070314234987,0.687313984560968,0.122177421544064,0.623196480147399,0.134681274611306,0.416824646939925,0.6232741617357,3.70973716331824,0.851039441379315
5,0,0.0323818331596575,5.93484150872631,0.842606072346595,6.04565123158019,0,-0.000975504665246318,0.891713964017947,5.1,0.66,1.19,5.87834975084832,1.01867105005095,0.197239162063548,1,0,0,1,5.26170156452319,0.884101216165929
5,41,0.0314355427524657,5.75805134981612,0.82261106100037,5.68989920299502,0,-0.00165661627786806,0.845947209125461,4.69,0.9,1.23,7.58341192403697,0.988164025869051,0.181392893849408,0.919659625155808,0.0297885223472678,0.0588442857449105,0.919607843137255,5.88790884621719,0.799019858512131
5,82,0.0311972817764327,5.76224375231599,0.811271004876748,5.56971409781047,0,-0.00205620015533792,0.817349377161026,4.53,1.07,1.27,8.3622733471273,0.966587728186935,0.175301135119911,0.888774487205695,0.0290821172151834,0.0787238819341092,0.888235294117647,5.92458816659362,0.776019355918716
5,123,0.0305758341904642,5.68957776751309,0.805552099441401,5.34702720644173,0,-0.00237346989094844,0.789858891127793,4.32,1.21,1.25,9.16230792015338,0.939793324730126,0.167202998207696,0.847717037825509,0.0413260810507907,0.11555810918915,0.847058823529412,5.14538843784316,0.809687837129264
5,164,0.0306437603808727,5.67148307935717,0.803069784856284,5.19400254027777,0,-0.00170456162997323,0.767664384706491,4.18,1.33,1.23,9.6639590080592,0.915810285881428,0.162116302594048,0.821927556870353,0.0443749726057401,0.140869636484112,0.819607843137255,5.40713763764203,0.782049279985381
5,205,0.0301465221193828,5.64966273694737,0.802480891574675,5.06738965722971,0,-0.00266737528082761,0.752313523933107,4.08,1.41,1.2,10.7200619641596,0.8969366656332,0.15808139907678,0.801470648236927,0.0480516238486943,0.161812439533464,0.8,5.02603515842835,0.781664579955472
5,246,0.029906459156151,5.62670862618491,0.801133713992903,4.94342098158837,0,-0.00195386741805803,0.735469917964891,3.97,1.5,1.18,11.6448773877634,0.878563527989215,0.154044857885499,0.781005436617441,0.0519193110866278,0.182317869121228,0.77843137254902,5.13961901006785,0.778340139284956
5,287,0.0297014219380147,5.6046699230237,0.8,4.79166471780924,0,-0.00347858765882614,0.716628583194095,3.85,1.6,1.15,11.8661840031613,0.85494146553133,0.149238476298242,0.756637144149699,0.0556327553511147,0.20741959232127,0.754901960784314,5.00101403429647,0.771353714014558
5,328,0.0289082243348326,5.54686154992111,0.8,4.64323315589484,0,-0.00331955660347527,0.701360559124593,3.73,1.67,1.11,12.5543365247508,0.837091950845767,0.144579687971383,0.733017147602774,0.065373263672623,0.231971382728737,0.731372549019608,4.43341481423641,0.817528688221043
5,369,0.0282303117884775,5.50775163137698,0.8,4.50438382516295,0,-0.00366153074644859,0.685485802282513,3.62,1.75,1.08,12.7165224077849,0.817826243199137,0.140253649597092,0.711084189010621,0.071963147915805,0.254938193980865,0.709803921568627,4.6872336960475,0.755455663913788
5,410,0.0274382305431578,5.44979823213342,0.805465511943861,4.34242039851029,0,-0.0028394603716102,0.671498771959927,3.51,1.8,1.02,12.9913807328079,0.796803884023863,0.136082600226011,0.689937022659665,0.0817280926339319,0.281728265132608,0.688235294117647,4.0911024629311,0.80500085890413
5,451,0.026707361389462,5.41825452554965,0.820342492268635,4.16863453990856,0,-0.00486776952501655,0.661598170556651,3.44,1.85,0.91,14.8722747631394,0.769368533768848,0.13299367970506,0.67427623557948,0.0870430966719313,0.310473862909393,0.674509803921569,3.95027137406065,0.832614251117042
5,492,0.0259863969484072,5.41136115140853,0.836655072406786,4.00114350285848,0,-0.00310486062225024,0.646902263767871,3.36,1.92,0.81,16.0261783294898,0.73939687093644,0.130149926202213,0.659858442109383,0.088204606062028,0.338178245883915,0.658823529411765,3.8620947893805,0.846859568244257
5,533,0.0249570478477751,5.37119618448527,0.850429895907876,3.8441276036985,0,-0.00281961559227717,0.635621765229407,3.28,1.97,0.73,16.65632104705,0.715693017283987,0.126978876063276,0.643781258928516,0.0949722622604626,0.364149955654366,0.643137254901961,4.36189062139611,0.767948115702034
5,574,0.0244891927826144,5.3667025451907,0.853441138586067,3.77361638626789,0,-0.00515169872254051,0.628211864705895,3.24,2.01,0.7,17.4649507843428,0.703153631954051,0.125067610951657,0.634091169538442,0.0957294247369944,0.375813085849884,0.635294117647059,4.17716235054693,0.801805875685319
6,0,0.0330867933533703,5.8056414861659,0.831129661936957,5.9943238692805,0,0.00201196519886748,0.889150677394931,4.97,0.66,1.25,5.65018863417881,1.03249983375036,0.193055309655886,1,0,0,1,5.93030565709977,0.827714682410464
6,31,0.0256436370332685,5.60060591639852,0.815871647937466,5.89439219014701,0,0.0185035990559436,0.864838550969,4.7,0.77,1.31,22.5404523675914,1.05245615887529,0.184792191016068,0.957198179865931,0.0353166088977348,0.0166710510330649,0.945674044265594,5.45537578530916,0.855579137330983
6,62,0.0255084703574873,5.55699184302797,0.822698045655408,5.54991251751627,0,0.0118744541488042,0.835299113769334,4.5,0.93,1.2,17.5587311400247,0.998726050764213,0.175649574092612,0.909840679366454,0.0428289696720736,0.0741386954484953,0.905432595573441,5.17076817363446,0.859308523848957
6,91,0.0246338824144757,5.52139255689335,0.828505621949714,5.29493493067429,0,0.0126315731538271,0.807045195409521,4.32,1.08,1.10999999999998,18.6800664316338,0.958985414660231,0.168756056325398,0.874133203723846,0.0489608133657365,0.116675200382551,0.869215291750503,4.90909618125505,0.865884083430058
6,120,0.0235,5.52581840301695,0.83389852066992,5.10178386614006,0,0.016537356533626,0.778139348575641,4.17,1.24,1.05,25.6197747140462,0.923263034368741,0.163582072906689,0.847332679936484,0.0481984779486875,0.148897527495053,0.839034205231388,4.58581048054984,0.905705236233325
6,149,0.0235,5.48704123686526,0.844959445142323,4.79212983724857,0,0.0144310297675961,0.748845377989864,3.98,1.39,0.93,21.785761339444,0.873354077431047,0.155891206038579,0.807495045417033,0.0548776995720154,0.200555401784828,0.800804828973843,4.42427469007462,0.896478772184333
6,178,0.0235,5.49354981012368,0.853590256117376,4.54154408900908,0,0.0146685314069366,0.7170406306827,3.81,1.57,0.84,25.1183267461603,0.826704816736127,0.149459276877408,0.774178535383532,0.0537566222071921,0.242359240500263,0.766599597585513,4.13956652066255,0.922752039389153
7,0,0.0331500614881844,5.94918463539648,0.851183445345082,5.97523015880965,0,-0.000666586321983242,0.888729491602943,5.09,0.68,1.12,5.60722728103288,1.00437799883671,0.197125337484419,1,0,0,1,5.77554567413643,0.853804197981113
7,41,0.0308882347866349,5.64526732894531,0.852322407493776,5.4571046542346,0,0.000222201500529984,0.854587048155098,4.65,0.83,1.02,6.52377228681446,0.96666895228399,0.180049807849065,0.913377296631366,0.0510855394608076,0.0867122254380687,0.913555992141454,5.25076010378718,0.856163845584292
7,82,0.0298854285018641,5.5641899606444,0.856722929490498,5.09744084304261,0,-0.0025317700472457,0.81706200424421,4.38,1.03,0.93,9.19528405047768,0.916115531478415,0.169147303223342,0.858069821880262,0.0647138554855803,0.146904686922036,0.860510805500982,4.79705630012822,0.877759614589152
7,123,0.0284519325046323,5.44012670699342,0.868985211963408,4.65184911293751,0,-0.00163631974885792,0.772919886678131,4.05,1.25,0.789999999999999,11.5527724124346,0.855099405489479,0.156602712744183,0.794432185850087,0.0855676802118851,0.221477836116655,0.795677799607073,3.88175366192497,0.944886084090831
7,164,0.0275507751445622,5.37529280432839,0.890405121622144,4.18115811476437,0,-0.00408389250851926,0.723326826076786,3.74,1.5,0.62,13.7013106237473,0.777847508399458,0.144433488097747,0.732698748628205,0.0964656278531942,0.30025153782573,0.734774066797642,4.07226434745703,0.893527734892441
7,205,0.0255448292510031,5.20917070552111,0.911403340186178,3.61295044822277,0,-0.0047453995863842,0.660962669655387,3.31,1.78,0.46,14.8710654630617,0.693574976222888,0.127826303959551,0.648451921963883,0.124389134852605,0.395345392194479,0.650294695481336,3.4270643686145,0.946946134556393
7,246,0.0235,5.00029688797904,0.927758247614275,3.07820231938791,0,-0.00460411918775183,0.597465919283637,2.87,2.02,0.34,20.4383684727923,0.615603910797389,0.11093957028987,0.562786964403491,0.15949878942599,0.484839539636891,0.56385068762279,2.87046524979697,0.94909301763744
8,0,0.0322693377174257,5.8865163656426,0.831727623920982,6.06294617860633,0,-0.00120076621043586,0.890162136499905,5.05,0.66,1.26,6.12388692524297,1.02997185465983,0.195238904422764,1,0,0,1,6.33070102334281,0.80893903542408
8,41,0.03131095682503,5.70514823397947,0.814327795367268,5.67024787775303,0,-0.000451399405921205,0.841105866707231,4.62,0.92,1.27,7.87086405403434,0.993882655665532,0.178948715060786,0.916562790545555,0.0308107750658289,0.0647702106014016,0.914851485148515,4.92026770480787,0.860187639176888
8,82,0.0310928587236159,5.7133050929394,0.80200812541816,5.56404259089692,0,-0.00136458911015191,0.813477122697913,4.47,1.08,1.32,8.545339776963,0.973874578792064,0.173127235137257,0.88674557793242,0.0294250898059446,0.082287319235958,0.885148514851485,4.84129156205155,0.83708787296906
8,123,0.0304032379937421,5.63397594248682,0.8,5.32159366979279,0,-0.00239121303792933,0.788304947832289,4.27,1.21,1.27,9.76311055544586,0.94455385044542,0.165236438515343,0.846329470060664,0.042901507015213,0.122275950828901,0.845544554455446,5.11472326135382,0.800116380905914
8,164,0.0304403974140253,5.61324638312243,0.8,5.15202777010066,0,-0.00162611389016332,0.766200012815522,4.13,1.33,1.23,10.5686574044314,0.917833891202686,0.160159299376652,0.820324718837019,0.0464230396292019,0.150243525453009,0.817821782178218,5.54225752649351,0.757474647316847
8,205,0.0299804078785991,5.59036949114602,0.8,5.03077652064856,0,-0.00305694029898429,0.752651781639943,4.04,1.4,1.2,11.7526349996553,0.899900539421635,0.156418116666837,0.801162642913288,0.0503093605965456,0.170242259711933,0.8,4.93363950891827,0.787118873533926
8,246,0.0297644084337153,5.56565149485703,0.8,4.90753344372939,0,-0.00284730510279907,0.737677939067241,3.94,1.47,1.17,13.0470830451676,0.881753636257,0.152666904548833,0.781949197062963,0.0545084479265772,0.190569518653146,0.78019801980198,5.23411560606087,0.750352963661209
8,287,0.0295387790398844,5.54094848015996,0.8,4.75124129508882,0,-0.004000420679242,0.718951433511943,3.82,1.57,1.14,12.9981875432086,0.857477977299594,0.14792762812906,0.757674955032233,0.0587049901873351,0.216347769694209,0.756435643564357,4.75649952994571,0.772319100629148
8,328,0.0287488764777367,5.48262109499468,0.8,4.6032533072491,0,-0.00377936060423334,0.70360857148345,3.7,1.64,1.1,13.9495465315703,0.839608141341666,0.143284434189363,0.733892840737822,0.068613632505178,0.240756363054631,0.732673267326733,4.26160586777334,0.800986939931722
8,369,0.0283952164513467,5.45171815404658,0.8,4.48963986111774,0,-0.0040734026940985,0.690571781342261,3.61,1.7,1.07,14.7260375799603,0.823527507155752,0.139788076709087,0.715984742499858,0.0738634167627186,0.259495346180071,0.714851485148515,4.56546242850529,0.779882661011989
8,410,0.0280044111690944,5.42468263864859,0.8,4.39459440935857,0,-0.00325956645342307,0.678733722935691,3.53,1.76,1.05,15.2483231236479,0.81011087691083,0.13684330262757,0.700901815814608,0.0784562036877295,0.275171792739097,0.699009900990099,4.41766267502411,0.763568050126911
8,451,0.0279400448870712,5.41802117646488,0.8,4.33040370820741,0,-0.00362022446183441,0.670240967429904,3.48,1.8,1.04,15.3664320420391,0.799259280679461,0.134907289186585,0.690985690507979,0.0795878512989701,0.285759170436372,0.689108910891089,4.36516162535507,0.778539371382284
8,492,0.0279726288835517,5.43092254767665,0.8,4.26769799447982,0,-0.00371197878496476,0.659541201237315,3.43,1.86,1.02,15.2319305790617,0.785814556737795,0.133055626008387,0.681501601342077,0.0773961694262989,0.296101619780365,0.679207920792079,4.68140704660861,0.735731248409294
8,533,0.0275672343322733,5.40561071357617,0.8,4.1937619618499,0,-0.00357445907909171,0.650993555346522,3.37,1.9,1,15.4200085962686,0.775816495871092,0.130740512040508,0.669643749677097,0.0816961377824922,0.308296356539008,0.667326732673267,4.39189703356707,0.771252578386562
8,574,0.0269625509771137,5.36592573391654,0.8,4.12676688573907,0,-0.00450388692246517,0.645681512929045,3.32,1.91,0.99,15.7287815148714,0.769068952940387,0.128578879587843,0.658572019587971,0.0884378126874071,0.319346277507665,0.657425742574257,4.48641350125784,0.72936275532708
9,0,0.0332521357744101,5.81296928922677,0.834692969277472,5.98010726968506,0,0.00193198767349678,0.889957160731188,4.98,0.65,1.22,5.54656947968825,1.02875259994372,0.193454419809511,1,0,0,1,5.72277743497067,0.840013643815602
9,21,0.0253472071918878,5.63631202097476,0.817272824841415,5.97081890357539,0,0.0217370571838742,0.868096860213851,4.75,0.76,1.32,24.8662517531198,1.05934853878845,0.187402705932811,0.968717624117047,0.0303901946599657,0.00155321061827096,0.953815261044177,4.94141345860107,0.905192440483429
9,52,0.0242752866284982,5.58539203965984,0.827608858941777,5.58505144153694,0,0.0200961534260518,0.831738749886964,4.51,0.95,1.18,24.1079423270471,0.999939019835944,0.177521585283562,0.917640369542151,0.0391499143112108,0.0660616624973888,0.905622489959839,5.07204015844147,0.885393997456858
9,83,0.0236915234684925,5.56078994488834,0.843716668270132,5.16523355762139,0,0.0170357539677106,0.791568037834069,4.27,1.17,1.01,23.1559273761847,0.928866871220238,0.16751882718352,0.865934349540687,0.0433821910612529,0.13626406271916,0.857429718875502,4.3023711460349,0.940084707764409
9,114,0.0235,5.5698153159274,0.860528099092871,4.76479934020834,0,0.0168409439850503,0.745247449777094,4.02,1.43,0.85,25.8783130743131,0.855468102610684,0.157869966972751,0.8160576901174,0.0418295644103959,0.203225105281551,0.807228915662651,4.39471651048533,0.927419327345624
9,145,0.0235,5.51039593429219,0.884883741442989,4.2149185993244,0,0.0141670446630657,0.689513847963433,3.67,1.72,0.65,25.4819884090962,0.76490303956095,0.143992808003454,0.744324209006131,0.0520514284318238,0.295176756997141,0.736947791164659,3.94828471227993,0.946316297768792
9,176,0.0235,5.33782840450773,0.8,3.85339260980637,0,0.0110848003747127,0.593019993829842,3.04,2.19,0.92,32.8095090444708,0.721902676105554,0.119701000147833,0.618755571807042,0.0817380689761461,0.355631523645008,0.610441767068273,3.08619125092209,1.00610555102006
10,0,0.0323225789587754,5.89179399778228,0.832930657169149,6.0361162077849,0,-0.00204332717856914,0.887749635963331,5.04,0.68,1.24,6.05717640700515,1.02449546098471,0.194695291278918,1,0,0,1,5.25467069564194,0.875816102310269
10,41,0.0304501715304976,5.57037802030687,0.825499347716112,5.6596878778013,0,0.000365506269323967,0.868813381886324,4.67,0.74,1.21,4.37830288538568,1.01603299761144,0.180650623655442,0.927863342091021,0.0545531594615141,0.0623626711324937,0.926587301587302,5.45162287998055,0.830132952814164
10,82,0.0299432161242281,5.52892690156108,0.817695901732214,5.57962378531377,0,0.000436499404326662,0.854696388157031,4.56,0.82,1.23,5.60578915635837,1.00916938940509,0.176408371044056,0.906074152514226,0.0615885579770411,0.0756268446062022,0.904761904761905,5.58539678581084,0.812537052611567
